"","Start_time","Stop_time","Query","Query_complexity","Role","Sub_themes","Code","Query_counter","Transcript","Actor_pair"
"889","00:09:22.320","00:09:26.440","Marine vegetation","understand","Intermediary","Results Presentation","B:SERP without modification",46,"I'm about we've got algae marine algae-derived bioactive peptides for human nutrition and health","12"
"890","00:09:53.120","00:09:54.640","Marine vegetation","understand","Seeker","Discourse Management","A:Confirms",47,"Hmmm","12"
"891","00:10:25.660","00:10:53.300","Cinnamon","remember","Seeker","Information Request","A:Initial information request",1,"So I'm trying to find the count part in uhm a biscuits that you are get from Europe uhm it contains cinnamon and I want to know where the cinnamon is coming from are there is this uhm is this coming from Europe uhm so how to uhm search for uhm cinnamon Europe biscuits","12"
"892","00:10:53.400","00:10:55.140","Cinnamon","remember","Intermediary","Discourse Management","B:Asks to repeat",2,"Cinnamon what sorry","12"
"893","00:10:55.240","00:10:55.720","Cinnamon","remember","Seeker","Discourse Management","A:Query repeat",3,"Europe","12"
"894","00:10:55.880","00:10:56.560","Cinnamon","remember","Intermediary","Discourse Management","B:Confirms",4,"Europe","12"
"895","00:10:56.620","00:11:02.400","Cinnamon","remember","Seeker","Information Request","A:Query embellishment",5,"Cinnamon Europe biscuits... and uhm maybe origin","12"
"896","00:11:10.740","00:11:16.220","Cinnamon","remember","Intermediary","Results Presentation","B:SERP without modification",6,"Uhm so we have a list of cookies on Wikipedia uhm a website with food timeline","12"
"897","00:11:16.400","00:11:25.547","Cinnamon","remember","Seeker","Information Request","A:Information request within document",7,"Yep... so what's the timeline is it about biscuits or","12"
"898","00:11:25.580","00:11:27.460","Cinnamon","remember","Intermediary","Results Presentation","B:Within-Document search result",8,"Yeah there's a list of different biscuits","12"
"899","00:11:27.460","00:11:29.060","Cinnamon","remember","Seeker","Information Request","A:Information request within document",9,"Right, from Europe?","12"
"900","00:11:30.026","00:11:45.920","Cinnamon","remember","Intermediary","Results Presentation + Information Request","B:Scanning document with modification + Query refinement offer",10,"Uhm I think from a lot of places... it included there's a lot of different biscuits here, a bit of the history of them... are there any particular biscuits you're interested in?","12"
"901","00:11:46.520","00:12:11.440","Cinnamon","remember","Seeker","Information Request","A:Intent clarification",11,"Uhm that biscuit that contains cinnamon and spice uhm so has some cinnamon taste uhm not exactly what type of cinnamon that is from Europe so uhm what I'm trying to find where that cinnamon comes from","12"
"902","00:12:12.140","00:12:13.760","Cinnamon","remember","Intermediary","Information Request","B:Query refinement offer",12,"Where the cinnamon is from?","12"
"903","00:12:13.740","00:12:30.480","Cinnamon","remember","Seeker","Information Request","A:Intent clarification",13,"Yeah so that biscuits that contains cinnamon and I'm trying to find where that cinnamon is from and it's uhm the biscuits are bought from Europe but the cinnamon is not from Europe","12"
"904","00:12:32.608","00:12:34.121","Cinnamon","remember","Intermediary","Information Request","B:Query rephrase",14,"So it is a European biscuit","12"
"905","00:12:34.116","00:12:34.508","Cinnamon","remember","Seeker","Discourse Management","A:Confirms",15,"Yeah","12"
"906","00:12:34.751","00:12:35.832","Cinnamon","remember","Intermediary","Information Request","B:Query rephrase",16,"That contains cinnamon","12"
"907","00:12:43.391","00:12:47.520","Cinnamon","remember","Seeker","Information Request","A:Intent clarification",17,"And the question is where that cinnamon is from the origin","12"
"908","00:12:50.340","00:12:52.120","Cinnamon","remember","Intermediary","Information Request","B:Query refinement offer",18,"So we're looking for a particular brand?","12"
"909","00:12:53.135","00:13:04.140","Cinnamon","remember","Seeker","Information Request","A:Intent clarification",19,"Uhm I'm guessing it's looking for origin of that cinnamon so maybe it could be from China or Cuba or America","12"
"910","00:13:09.500","00:13:16.920","Cinnamon","remember","Intermediary","Results Presentation","B:Scanning document without modification",20,"Uhm some biscuits are called speculoos speculoos chocolate olivers","12"
"911","00:13:17.560","00:13:18.940","Cinnamon","remember","Seeker","Information Request","A:Information request within document",21,"Does that contain cinnamon?","12"
"912","00:13:20.180","00:13:29.740","Cinnamon","remember","Intermediary","Results Presentation","B:Within-Document search result",22,"Apparently yes it does butter and cinnamon are the main flavours... in uhm the speculoos","12"
"913","00:13:31.121","00:13:35.662","Cinnamon","remember","Seeker","Information Request","A:Information request within document",23,"Uhm does it mention is there a [inaudible segment]","12"
"914","00:13:37.200","00:13:37.760","Cinnamon","remember","Intermediary","Discourse Management","B:Asks to repeat",24,"Pardon","12"
"915","00:13:39.540","00:13:43.891","Cinnamon","remember","Seeker","Information Request","A:Information request within document",25,"Uhm the cinnamon mentioned the cinnamon is the main flavour","12"
"916","00:13:46.121","00:13:47.960","Cinnamon","remember","Intermediary","Results Presentation","B:Within-Document search result",26,"Yes, it says butter and cinnamon are the main flavour","12"
"917","00:13:48.620","00:13:49.200","Cinnamon","remember","Seeker","Discourse Management","A:Confirms",27,"Right","12"
"918","00:13:51.060","00:13:53.310","Cinnamon","remember","Intermediary","Information Request","B:Within-Document search result entity lookup request",28,"Do you wanna look up that biscuit in particular?","12"
"919","00:13:53.960","00:13:54.900","Cinnamon","remember","Seeker","Discourse Management","A:Confirms",29,"Yeah","12"
"920","00:14:03.920","00:14:07.320","Cinnamon","remember","Intermediary","Results Presentation","B:SERP without modification",30,"It's a spiced shortcrust biscuit","12"
"921","00:14:32.160","00:14:37.675","Cinnamon","remember","Seeker","Information Request","A:Information request",31,"Yeah so I'm trying to get uhm where that cinnamon originated from","12"
"922","00:14:41.243","00:14:54.100","Cinnamon","remember","Intermediary","Results Presentation","B:Scanning document without modification",32,"Uhm it's a popular... this biscuit the speculoos biscuit which is a spiced biscuit mixed has cinnamon in it it's origin is Netherlands Belgium","12"
"923","00:14:54.300","00:14:58.360","Cinnamon","remember","Seeker","Information Request","A:Information request within document",33,"Uhm the origin of the biscuits or the origin of cinnamon","12"
"924","00:14:59.900","00:15:00.980","Cinnamon","remember","Intermediary","Results Presentation","B:Within-Document search result",34,"The biscuits","12"
"925","00:15:01.020","00:15:07.440","Cinnamon","remember","Seeker","Discourse Management + Information Request","A:Confirms + Information Request",35,"Ah OK uhm, is it possible to find the origin of the cinnamon inside the biscuits?","12"
"926","00:15:07.640","00:15:20.081","Cinnamon","remember","Intermediary","Information Request","B:Query refinement offer",36,"Oh, I imagine cinnamon would be uhm origin would be different for each brand of biscuit uhm I can look up cinnamon origins if you'd like","12"
"927","00:15:20.702","00:15:21.486","Cinnamon","remember","Seeker","Discourse Management","A:Confirms",37,"Yeah","12"
"928","00:15:52.770","00:15:58.783","Cinnamon","remember","Intermediary","Results Presentation","B:SERP without modification",38,"Portuguese traders discovered cinnamon at Ceylon... present-day Sri Lanka","12"
"929","00:16:00.837","00:16:06.959","Cinnamon","remember","Seeker","Information Request","A:Information request within SERP",39,"Uhm so that's for, that cinnamon is for that biscuits you mentioned?","12"
"930","00:16:10.837","00:16:17.837","Cinnamon","remember","Intermediary","Results Presentation","B:Multi-document summary",40,"Cinnamon biscuits uhm... the issues is I believe cinnamon is grown around the world","12"
"931","00:16:17.929","00:16:18.523","Cinnamon","remember","Seeker","Discourse Management","A:Confirms",41,"Yeah","12"
"932","00:16:18.831","00:16:26.574","Cinnamon","remember","Intermediary","Information Request","B:Query refinement offer",42,"Uhm, if you want me to find out informat manufacturer I can find out where the cinnamon from that biscuit comes from uhm","12"
"933","00:16:26.840","00:16:28.160","Cinnamon","remember","Seeker","Discourse Management","A:Confirms",43,"Yeah maybe that would be","12"
"934","00:16:30.400","00:16:43.986","Cinnamon","remember","Intermediary","Information Request + Results Presentation","B:Query rephrase + SERP overview without modification",44,"So I'm typing European biscuit manufactures [long pause] there's a company called Caobisco","12"
"935","00:16:44.380","00:16:44.860","Cinnamon","remember","Seeker","Discourse Management","A:Confirms",45,"Yeah","12"
"936","00:17:02.240","00:17:14.700","Cinnamon","remember","Intermediary","Results Presentation","B:SERP with modification",46,"Uhm there's a company called Biscuitpeople and they they supply the ingredients and they're European I believe, oh, they're global but it includes Europe","12"
