Start.time,Stop.time,Query,Query.complexity,Role,Action,Transcript,Query.counter,File.name
13:51.1,13:53.3,Cinnamon,remember,B_Receiver,B:Within-Document search result entity lookup request,Do you wanna look up that biscuit in particular?,28,13 - 17 June - 9.30am - Synchronized Clip.txt
13:54.0,13:54.9,Cinnamon,remember,A_User,A:Confirms,Yeah,29,13 - 17 June - 9.30am - Synchronized Clip.txt
14:03.9,14:07.3,Cinnamon,remember,B_Receiver,B:SERP without modification,It's a spiced shortcrust biscuit,30,13 - 17 June - 9.30am - Synchronized Clip.txt
14:32.2,14:37.7,Cinnamon,remember,A_User,A:Information request,Yeah so I'm trying to get uhm where that cinnamon originated from,31,13 - 17 June - 9.30am - Synchronized Clip.txt
14:41.2,14:54.1,Cinnamon,remember,B_Receiver,B:Scanning document without modification,Uhm it's a popular... this biscuit the speculoos biscuit which is a spiced biscuit mixed has cinnamon in it it's origin is Netherlands Belgium,32,13 - 17 June - 9.30am - Synchronized Clip.txt
14:54.3,14:58.4,Cinnamon,remember,A_User,A:Information request within document,Uhm the origin of the biscuits or the origin of cinnamon,33,13 - 17 June - 9.30am - Synchronized Clip.txt
14:59.9,15:01.0,Cinnamon,remember,B_Receiver,B:Within-Document search result,The biscuits,34,13 - 17 June - 9.30am - Synchronized Clip.txt
15:01.0,15:07.4,Cinnamon,remember,A_User,A:Confirms + Information Request,"Ah OK uhm, is it possible to find the origin of the cinnamon inside the biscuits?",35,13 - 17 June - 9.30am - Synchronized Clip.txt
15:07.6,15:20.1,Cinnamon,remember,B_Receiver,B:Query refinement offer,"Oh, I imagine cinnamon would be uhm origin would be different for each brand of biscuit uhm I can look up cinnamon origins if you'd like",36,13 - 17 June - 9.30am - Synchronized Clip.txt
15:20.7,15:21.5,Cinnamon,remember,A_User,A:Confirms,Yeah,37,13 - 17 June - 9.30am - Synchronized Clip.txt
15:52.8,15:58.8,Cinnamon,remember,B_Receiver,B:SERP without modification,Portuguese traders discovered cinnamon at Ceylon... present-day Sri Lanka,38,13 - 17 June - 9.30am - Synchronized Clip.txt
16:00.8,16:07.0,Cinnamon,remember,A_User,A:Information request within SERP,"Uhm so that's for, that cinnamon is for that biscuits you mentioned?",39,13 - 17 June - 9.30am - Synchronized Clip.txt
16:10.8,16:17.8,Cinnamon,remember,B_Receiver,B:Multi-document summary,Cinnamon biscuits uhm... the issues is I believe cinnamon is grown around the world,40,13 - 17 June - 9.30am - Synchronized Clip.txt
16:17.9,16:18.5,Cinnamon,remember,A_User,A:Confirms,Yeah,41,13 - 17 June - 9.30am - Synchronized Clip.txt
16:18.8,16:26.6,Cinnamon,remember,B_Receiver,B:Query refinement offer,"Uhm, if you want me to find out informat manufacturer I can find out where the cinnamon from that biscuit comes from uhm",42,13 - 17 June - 9.30am - Synchronized Clip.txt
16:26.8,16:28.2,Cinnamon,remember,A_User,A:Confirms,Yeah maybe that would be,43,13 - 17 June - 9.30am - Synchronized Clip.txt
16:30.4,16:44.0,Cinnamon,remember,B_Receiver,B:Query rephrase + SERP overview without modification,So I'm typing European biscuit manufactures [long pause] there's a company called Caobisco,44,13 - 17 June - 9.30am - Synchronized Clip.txt
16:44.4,16:44.9,Cinnamon,remember,A_User,A:Confirms,Yeah,45,13 - 17 June - 9.30am - Synchronized Clip.txt
17:02.2,17:14.7,Cinnamon,remember,B_Receiver,B:SERP with modification,"Uhm there's a company called Biscuitpeople and they they supply the ingredients and they're European I believe, oh, they're global but it includes Europe",46,13 - 17 June - 9.30am - Synchronized Clip.txt
17:16.2,17:26.6,Cinnamon,remember,A_User,A:Information request,"Yeah cause I that's everything that cinnamon is from Europe, so I was trying to look uhm is it from Europe or from other places",47,13 - 17 June - 9.30am - Synchronized Clip.txt
17:29.3,17:34.8,Cinnamon,remember,B_Receiver,B:Query refinement offer,I look up cinnamon suppliers... in Europe,48,13 - 17 June - 9.30am - Synchronized Clip.txt
17:34.8,17:39.0,Cinnamon,remember,A_User,A:Query embellishment,Cinnamon suppliers to European biscuits manufacturer,49,13 - 17 June - 9.30am - Synchronized Clip.txt
17:55.8,18:50.6,Cinnamon,remember,B_Receiver,B:SERP with modification,"Uhm Australia, traders suppliers that [long pause] this company is uhm there is... LU biscuits dot com cinnamon sugar spice shortbread [long pause] I have another one there is a list for there are biscuits cinnamon from Israel... and from Italy as well, more cinnamon biscuits here, so I'm on a bunch of different suppliers that sell different products, ALI is selling biscuit cinnamon",50,13 - 17 June - 9.30am - Synchronized Clip.txt
18:51.8,18:56.6,Cinnamon,remember,A_User,A:Information request,Is it possible to know which area is the largest supplier?,51,13 - 17 June - 9.30am - Synchronized Clip.txt
18:57.4,19:01.3,Cinnamon,remember,B_Receiver,B:Within-Document search result,"Western Europe sixty percent, Southern Europe twenty percent, Eastern Europe ten percent",52,13 - 17 June - 9.30am - Synchronized Clip.txt
19:01.4,19:02.5,Cinnamon,remember,A_User,A:Information request within document,So they are all from Europe?,53,13 - 17 June - 9.30am - Synchronized Clip.txt
19:03.4,19:08.0,Cinnamon,remember,B_Receiver,B:Within-Document search result,Uhm it's from Italy but it's the market is in Europe,54,13 - 17 June - 9.30am - Synchronized Clip.txt
19:08.5,19:09.4,Cinnamon,remember,A_User,A:Confirms,Hmm,55,13 - 17 June - 9.30am - Synchronized Clip.txt
19:10.9,19:14.4,Cinnamon,remember,B_Receiver,B:Query refinement offer,Uhm do you want some information about the cinnamon from that company?,56,13 - 17 June - 9.30am - Synchronized Clip.txt
19:16.7,19:20.7,Cinnamon,remember,A_User,A:Rejects + Enough information,No I think I think that's enough,57,13 - 17 June - 9.30am - Synchronized Clip.txt
19:23.6,19:25.9,Cinnamon,remember,B_Receiver,B:Suggestion to move on,"Ah, what else do we need?",58,13 - 17 June - 9.30am - Synchronized Clip.txt
19:29.8,19:33.5,Cinnamon,remember,A_User,A:Enough information,I think that would be enough with that answer so it wasn't so,59,13 - 17 June - 9.30am - Synchronized Clip.txt
19:35.2,19:35.8,Cinnamon,remember,B_Receiver,B:Asks to repeat,Pardon,60,13 - 17 June - 9.30am - Synchronized Clip.txt
19:36.0,19:41.3,Cinnamon,remember,A_User,A:Enough information + Interpretation,"Uhm, I think I am good with that answer so most of that cinnamon comes from Europe",61,13 - 17 June - 9.30am - Synchronized Clip.txt
19:46.3,19:53.0,Cinnamon,remember,B_Receiver,B:Enquiry for further information,"OK, so what do we do now?",62,13 - 17 June - 9.30am - Synchronized Clip.txt
19:59.8,20:07.0,Alcohol consumption,analyze,A_User,A:Initial information request,Can you start with alcohol consumption uhm in different countries,1,13 - 17 June - 9.30am - Synchronized Clip.txt
20:11.9,20:19.1,Alcohol consumption,analyze,B_Receiver,B:SERP without modification + Enquiry for further information,"I have scholar articles as well as I've got alcohol consumption per capita, would you like to see more of that?",2,13 - 17 June - 9.30am - Synchronized Clip.txt
20:19.2,20:22.1,Alcohol consumption,analyze,A_User,A:Confirms,Yeah yeah that's the one,3,13 - 17 June - 9.30am - Synchronized Clip.txt
20:23.2,20:31.6,Alcohol consumption,analyze,B_Receiver,B:Scanning document with modification,Uhm I've got a list of every country and it comes with as well a breakdown of what type of alcohol it is,4,13 - 17 June - 9.30am - Synchronized Clip.txt
20:32.0,20:36.8,Alcohol consumption,analyze,A_User,A:Information request within document,Yeah uhm can you read out more about that does it start with something,5,13 - 17 June - 9.30am - Synchronized Clip.txt
20:36.9,20:41.6,Alcohol consumption,analyze,B_Receiver,B:Within-Document search result + Requests more details about information request,Uhm yeah for every country there are a hundred is there a particular country you are interested in?,6,13 - 17 June - 9.30am - Synchronized Clip.txt
20:41.6,20:48.9,Alcohol consumption,analyze,A_User,A:Intent clarification,"Uhm, all the countries all the states and all groups of people",7,13 - 17 June - 9.30am - Synchronized Clip.txt
20:51.3,20:54.1,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,Belarus has the highest consumption,8,13 - 17 June - 9.30am - Synchronized Clip.txt
20:55.3,20:56.8,Alcohol consumption,analyze,A_User,A:Utter,Well so they are saying,9,13 - 17 June - 9.30am - Synchronized Clip.txt
20:57.1,20:58.7,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,This is in two thousand and ten as well,10,13 - 17 June - 9.30am - Synchronized Clip.txt
20:58.8,20:59.2,Alcohol consumption,analyze,A_User,A:Confirms,Right,11,13 - 17 June - 9.30am - Synchronized Clip.txt
21:00.9,21:13.3,Alcohol consumption,analyze,B_Receiver,B:Scanning document without modification,Uhm... this is in litres per capita seventeen point five litres per year uhm,12,13 - 17 June - 9.30am - Synchronized Clip.txt
21:13.7,21:15.3,Alcohol consumption,analyze,A_User,A:Information request within document,Is that average?,13,13 - 17 June - 9.30am - Synchronized Clip.txt
21:22.0,21:26.9,Alcohol consumption,analyze,B_Receiver,B:Within-Document search result,I believe so I can go further into the actual uhm,14,13 - 17 June - 9.30am - Synchronized Clip.txt
21:28.0,21:34.3,Alcohol consumption,analyze,A_User,A:Information request within document,So it's a whole page talking about uhm the alcohol consumption,15,13 - 17 June - 9.30am - Synchronized Clip.txt
21:37.9,21:39.3,Alcohol consumption,analyze,B_Receiver,B:Within-Document search result,Yeah it lists every country and the alcohol they consume,16,13 - 17 June - 9.30am - Synchronized Clip.txt
00:12.6,00:17.0,Turkey watercontrol,analyze,A_User,A:Initial information request,Search for rivers in Turkey and Iraq,1,14 - 17 June - 1pm - Synchronized Clip.txt
00:17.2,00:18.1,Turkey watercontrol,analyze,B_Receiver,B:Asks to repeat,Rivers,2,14 - 17 June - 1pm - Synchronized Clip.txt
00:18.4,00:25.6,Turkey watercontrol,analyze,A_User,A:Query repeat,Rivers in Turkey and Iraq so that's RIVERS,3,14 - 17 June - 1pm - Synchronized Clip.txt
00:30.5,00:33.8,Turkey watercontrol,analyze,B_Receiver,B:Query refinement offer,So do you want me to tell you names of rivers?,4,14 - 17 June - 1pm - Synchronized Clip.txt
00:33.9,00:36.8,Turkey watercontrol,analyze,A_User,A:Confirms,Uhm yes,5,14 - 17 June - 1pm - Synchronized Clip.txt
00:36.9,00:51.8,Turkey watercontrol,analyze,B_Receiver,B:SERP without modification + Query refinement offer,"So I'll look for uhm one is Euphrates, Great Zab, Khabur and Tigris so do you want me to, do you want more names of the rivers?",6,14 - 17 June - 1pm - Synchronized Clip.txt
00:51.9,01:25.0,Turkey watercontrol,analyze,A_User,A:Rejects + Information request,No that should be enough for the moment uhm... hmmm OK... so this is tricky uhm [long pause] alright it's Euphrates Euphrates uhm Turkey dam,7,14 - 17 June - 1pm - Synchronized Clip.txt
01:25.8,01:35.4,Turkey watercontrol,analyze,B_Receiver,B:Enquiry for further information,Oh OK... yeah what do you want from that?,8,14 - 17 June - 1pm - Synchronized Clip.txt
01:35.5,01:43.8,Turkey watercontrol,analyze,A_User,A:Information request within SERP,And it needs to have uhm it needs to have all the are there any of those that have all the uhm the words?,9,14 - 17 June - 1pm - Synchronized Clip.txt
01:44.8,01:55.5,Turkey watercontrol,analyze,B_Receiver,B:Repeats the query back + SERP without modification,Uhm you are looking for Euphrates Turkey dam... it's absolutely a dam,10,14 - 17 June - 1pm - Synchronized Clip.txt
01:56.4,02:30.9,Turkey watercontrol,analyze,A_User,A:Automated repetitive search,Yeah so there's there's one that has all that... OK uhm so you would uhm I'll I 'll note that down somewhere so that's one piece of information I want if you could go back one page to the list of uhm the list of rivers and if you could look and do the same search for the next rivers so whatever the name of the river is and Turkey and dam,11,14 - 17 June - 1pm - Synchronized Clip.txt
02:44.2,02:48.5,Turkey watercontrol,analyze,B_Receiver,B:Query rephrase,So uhm so for all the four rivers you want the dam,12,14 - 17 June - 1pm - Synchronized Clip.txt
02:49.0,02:54.3,Turkey watercontrol,analyze,A_User,A:Automated repetitive search,"Yeah, just one at the time so uhm you got Euphrates and then the second one was the ze",13,14 - 17 June - 1pm - Synchronized Clip.txt
02:54.4,02:55.2,Turkey watercontrol,analyze,B_Receiver,B:Repeats,Great Zab,14,14 - 17 June - 1pm - Synchronized Clip.txt
02:55.3,02:56.3,Turkey watercontrol,analyze,A_User,A:Asks to repeat,Sorry,15,14 - 17 June - 1pm - Synchronized Clip.txt
02:56.8,02:59.8,Turkey watercontrol,analyze,B_Receiver,B:Query refinement offer,Uhm is it the Tigris or the Great Zab?,16,14 - 17 June - 1pm - Synchronized Clip.txt
03:00.1,03:06.7,Turkey watercontrol,analyze,A_User,A:Automated repetitive search,Uhm either will do uhm I just need you to do the same search again Tigris dam Turkey,17,14 - 17 June - 1pm - Synchronized Clip.txt
03:19.7,03:23.5,Turkey watercontrol,analyze,B_Receiver,B:Scanning document with modification + Enquiry for further information,Yeah sure [long pause] the dam is called uhm uhm do you want the name of this?,18,14 - 17 June - 1pm - Synchronized Clip.txt
03:23.9,03:25.2,Turkey watercontrol,analyze,A_User,A:Rejects,No that's fine,19,14 - 17 June - 1pm - Synchronized Clip.txt
03:25.3,03:25.9,Turkey watercontrol,analyze,B_Receiver,B:Confirms,OK,20,14 - 17 June - 1pm - Synchronized Clip.txt
03:42.6,03:50.2,Turkey watercontrol,analyze,A_User,A:Information request,"OK we just have a look at one of the dams so the one of the Euphrates, if you could ask when it was built",21,14 - 17 June - 1pm - Synchronized Clip.txt
04:00.4,04:05.5,Turkey watercontrol,analyze,B_Receiver,B:Scanning document without modification,Uhm the construction began in nineteen eighty-three and was complete in nineteen ninety,22,14 - 17 June - 1pm - Synchronized Clip.txt
04:05.9,04:20.3,Turkey watercontrol,analyze,A_User,A:Information request,So nineteen ninety OK... alright so uhm we will then want to look at uhm water levels... Iraq,23,14 - 17 June - 1pm - Synchronized Clip.txt
04:23.2,04:24.4,Turkey watercontrol,analyze,B_Receiver,B:Query rephrase,The water levels of the dam,24,14 - 17 June - 1pm - Synchronized Clip.txt
04:24.6,04:28.1,Turkey watercontrol,analyze,A_User,A:Intent clarification,Yes water levels Iraq Euphrates,25,14 - 17 June - 1pm - Synchronized Clip.txt
04:50.7,04:53.5,Turkey watercontrol,analyze,B_Receiver,B:Query refinement offer,Uhm do you want the total capacity?,26,14 - 17 June - 1pm - Synchronized Clip.txt
04:53.8,05:10.7,Turkey watercontrol,analyze,A_User,A:Rejects + Information request,No I'm wanting a comparison between years so the years would be before say five years before nineteen ninety and five years afterwards... so for a period of time so it's then the Euphrates in Iraq,27,14 - 17 June - 1pm - Synchronized Clip.txt
05:13.4,05:15.4,Turkey watercontrol,analyze,B_Receiver,B:Query rephrase,So you want the water level for,28,14 - 17 June - 1pm - Synchronized Clip.txt
05:18.4,05:27.2,Turkey watercontrol,analyze,A_User,A:Intent clarification,For the Euphrates in Iraq... uhm between nineteen eighty-five and nineteen ninety-five,29,14 - 17 June - 1pm - Synchronized Clip.txt
05:41.2,05:42.7,Turkey watercontrol,analyze,B_Receiver,B:Asks to repeat,Nineteen ninety-five and,30,14 - 17 June - 1pm - Synchronized Clip.txt
05:43.3,07:39.3,Turkey watercontrol,analyze,A_User,A:Query repeat + Results?,Uhm nineteen eighty-five [long pause] were you able to find anything on the water levels in Iraq?,31,14 - 17 June - 1pm - Synchronized Clip.txt
